date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2024-12-15,Chittagong,Lakshmipur,Laxmipur Sadar,4057,22.94,90.83,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,126.5,1.06
2024-12-15,Chittagong,Lakshmipur,Laxmipur Sadar,4057,22.94,90.83,oil and fats,Oil (palm),62,L,actual,Retail,BDT,171,1.43
2024-12-15,Chittagong,Lakshmipur,Laxmipur Sadar,4057,22.94,90.83,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,182.56,1.53
2024-12-15,Chittagong,Lakshmipur,Laxmipur Sadar,4057,22.94,90.83,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,109,0.91
2024-12-15,Chittagong,Lakshmipur,Laxmipur Sadar,4057,22.94,90.83,vegetables and fruits,Bananas (ripe),1210,1 piece,actual,Retail,BDT,12.5,0.1
2024-12-15,Chittagong,Lakshmipur,Laxmipur Sadar,4057,22.94,90.83,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,82.72,0.69
2024-12-15,Chittagong,Lakshmipur,Laxmipur Sadar,4057,22.94,90.83,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,203.06,1.7
2024-12-15,Chittagong,Lakshmipur,Laxmipur Sadar,4057,22.94,90.83,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,81.83,0.69
2024-12-15,Chittagong,Lakshmipur,Laxmipur Sadar,4057,22.94,90.83,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,38.44,0.32
2024-12-15,Chittagong,Lakshmipur,Laxmipur Sadar,4057,22.94,90.83,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,30.15,0.25
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,cereals and tubers,"Potatoes (Holland, white)",1295,KG,actual,Retail,BDT,65.19,0.55
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,55.12,0.46
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,52.5,0.44
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.75,0.098
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,"meat, fish and eggs","Fish (live, pangasius)",1080,KG,actual,Retail,BDT,225,1.89
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,130,1.09
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,oil and fats,Oil (palm),62,L,actual,Retail,BDT,166.65,1.4
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,177,1.48
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,215,1.8
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,90.12,0.76
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,45,0.38
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,45,0.38
2024-12-15,Chittagong,Noakhali,Noakhali Sadar,4058,22.89,91.11,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,32.69,0.27
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,52.5,0.44
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,62.5,0.52
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.98,0.1
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,130.76,1.1
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,oil and fats,Oil (palm),62,L,actual,Retail,BDT,165.17,1.38
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,170.33,1.43
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,107.5,0.9
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,99.52,0.83
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,225,1.89
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,44.76,0.38
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,107.74,0.9
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,27.5,0.23
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,42.26,0.35
2024-12-15,Chittagong,Rangamati,Rangamati Sadar,4059,22.67,92.19,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,27.26,0.23
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,cereals and tubers,"Potatoes (Holland, white)",1295,KG,actual,Retail,BDT,63.53,0.53
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,57.79,0.48
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,53.5,0.45
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,12.21,0.1
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,"meat, fish and eggs","Fish (live, pangasius)",1080,KG,actual,Retail,BDT,210,1.76
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,173.93,1.46
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,130,1.09
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,oil and fats,Oil (palm),62,L,actual,Retail,BDT,159.7,1.34
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,170.32,1.43
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,108.25,0.91
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,vegetables and fruits,Bananas (ripe),1210,1 piece,actual,Retail,BDT,8.88,0.074
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,96.28,0.81
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,223.9,1.88
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,55.81,0.47
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,91,0.76
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,44.38,0.37
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,58.5,0.49
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,33.21,0.28
2024-12-15,Dhaka,Dhaka,Dhaka Sadar,4083,23.73,90.38,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,37.5,0.31
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,55,0.46
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,52.5,0.44
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.92,0.1
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,185.36,1.55
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,127.5,1.07
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,oil and fats,Oil (palm),62,L,actual,Retail,BDT,164.31,1.38
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,170.29,1.43
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,73.57,0.62
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,40.36,0.34
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,97.5,0.82
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,38.93,0.33
2024-12-15,Dhaka,Faridpur,Faridpur Sadar,4034,23.59,89.81,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,27.74,0.23
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,cereals and tubers,"Potatoes (Holland, white)",1295,KG,actual,Retail,BDT,68.71,0.58
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,51.36,0.43
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,12.07,0.1
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,129,1.08
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,oil and fats,Oil (palm),62,L,actual,Retail,BDT,166.5,1.4
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,171.95,1.44
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,109,0.91
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,vegetables and fruits,Bananas (ripe),1210,1 piece,actual,Retail,BDT,5.62,0.047
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,102.86,0.86
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,230.71,1.93
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,55,0.46
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,78.71,0.66
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,42.74,0.36
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,47.5,0.4
2024-12-15,Dhaka,Gazipur,Gazipur Sadar,4035,24,90.42,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,22.5,0.19
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,50.93,0.43
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,49,0.41
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.22,0.094
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,171.31,1.44
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,126.4,1.06
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,oil and fats,Oil (palm),62,L,actual,Retail,BDT,165.4,1.39
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,172.98,1.45
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,107.5,0.9
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,64.88,0.54
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,224.05,1.88
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,20.21,0.17
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,82.08,0.69
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,38.31,0.32
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,43.83,0.37
2024-12-15,Dhaka,Gopalganj,Gopalgonj Sadar,4036,23.01,89.83,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,40.36,0.34
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,49,0.41
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,178.61,1.5
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,125.64,1.05
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,oil and fats,Oil (palm),62,L,actual,Retail,BDT,155.44,1.3
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,165.22,1.38
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,109,0.91
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,vegetables and fruits,Bananas (ripe),1210,1 piece,actual,Retail,BDT,5.62,0.047
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,61.67,0.52
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,221.67,1.86
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,47.5,0.4
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,80.17,0.67
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,37.5,0.31
2024-12-15,Dhaka,Kishoreganj,Kishoregonj Sadar,4037,24.46,90.78,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,32.5,0.27
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,55.5,0.47
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,51,0.43
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,12.06,0.1
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,172.45,1.45
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,112.5,0.94
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,87.62,0.73
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,230.24,1.93
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,54.05,0.45
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,84.58,0.71
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,37.5,0.31
2024-12-15,Dhaka,Madaripur,Madaripur Sadar,4038,23.17,90.14,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,32.5,0.27
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,52.6,0.44
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,48.7,0.41
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,12.01,0.1
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,181.88,1.52
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,129.3,1.08
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,165.68,1.39
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,108.15,0.91
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,vegetables and fruits,Bananas (ripe),1210,1 piece,actual,Retail,BDT,5.62,0.047
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,75.75,0.63
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,252.5,2.12
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,61.75,0.52
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,99.09,0.83
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,30.63,0.26
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,27.5,0.23
2024-12-15,Dhaka,Manikganj,Manikganj Sadar,4039,23.87,90.03,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,24.13,0.2
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,57.79,0.48
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,53.5,0.45
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,12.11,0.1
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,"meat, fish and eggs","Fish (live, pangasius)",1080,KG,actual,Retail,BDT,210,1.76
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,173.93,1.46
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,129,1.08
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,173.14,1.45
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,107.5,0.9
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,225.05,1.89
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,44.64,0.37
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,57.5,0.48
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,33.21,0.28
2024-12-15,Dhaka,Munshiganj,Munshiganj Sadar,4040,23.55,90.53,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,37.5,0.31
2024-12-15,Dhaka,Narayanganj,Narayanganj Sadar,4041,23.62,90.5,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,51,0.43
2024-12-15,Dhaka,Narayanganj,Narayanganj Sadar,4041,23.62,90.5,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,173.38,1.45
2024-12-15,Dhaka,Narayanganj,Narayanganj Sadar,4041,23.62,90.5,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,81.76,0.69
2024-12-15,Dhaka,Narayanganj,Narayanganj Sadar,4041,23.62,90.5,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,225,1.89
2024-12-15,Dhaka,Narayanganj,Narayanganj Sadar,4041,23.62,90.5,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,63.82,0.53
2024-12-15,Dhaka,Narayanganj,Narayanganj Sadar,4041,23.62,90.5,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,89.41,0.75
2024-12-15,Dhaka,Narayanganj,Narayanganj Sadar,4041,23.62,90.5,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,27.5,0.23
2024-12-15,Dhaka,Narayanganj,Narayanganj Sadar,4041,23.62,90.5,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,57.5,0.48
2024-12-15,Dhaka,Narayanganj,Narayanganj Sadar,4041,23.62,90.5,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,28.38,0.24
2024-12-15,Dhaka,Narsingdi,Narsingdi Sadar,4042,23.94,90.73,cereals and tubers,"Potatoes (Holland, white)",1295,KG,actual,Retail,BDT,66.38,0.56
2024-12-15,Dhaka,Narsingdi,Narsingdi Sadar,4042,23.94,90.73,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,59.2,0.5
2024-12-15,Dhaka,Narsingdi,Narsingdi Sadar,4042,23.94,90.73,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,49,0.41
2024-12-15,Dhaka,Narsingdi,Narsingdi Sadar,4042,23.94,90.73,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.7,0.098
2024-12-15,Dhaka,Narsingdi,Narsingdi Sadar,4042,23.94,90.73,"meat, fish and eggs","Fish (live, pangasius)",1080,KG,actual,Retail,BDT,192,1.61
2024-12-15,Dhaka,Narsingdi,Narsingdi Sadar,4042,23.94,90.73,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,132.5,1.11
2024-12-15,Dhaka,Narsingdi,Narsingdi Sadar,4042,23.94,90.73,oil and fats,Oil (palm),62,L,actual,Retail,BDT,155.85,1.31
2024-12-15,Dhaka,Narsingdi,Narsingdi Sadar,4042,23.94,90.73,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,165.8,1.39
2024-12-15,Dhaka,Narsingdi,Narsingdi Sadar,4042,23.94,90.73,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,107.5,0.9
