date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2025-08-15,Sylhet,Maulvibazar,Maulavibazar Sadar,4077,24.49,91.76,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,112.42,0.93
2025-08-15,Sylhet,Maulvibazar,Maulavibazar Sadar,4077,24.49,91.76,oil and fats,Oil (palm),62,L,actual,Retail,BDT,167,1.37
2025-08-15,Sylhet,Maulvibazar,Maulavibazar Sadar,4077,24.49,91.76,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,99,0.81
2025-08-15,Sylhet,Maulvibazar,Maulavibazar Sadar,4077,24.49,91.76,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,193.5,1.59
2025-08-15,Sylhet,Maulvibazar,Maulavibazar Sadar,4077,24.49,91.76,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,127.3,1.05
2025-08-15,Sylhet,Maulvibazar,Maulavibazar Sadar,4077,24.49,91.76,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,72.36,0.6
2025-08-15,Sylhet,Maulvibazar,Maulavibazar Sadar,4077,24.49,91.76,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,32.1,0.26
2025-08-15,Sylhet,Maulvibazar,Maulavibazar Sadar,4077,24.49,91.76,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,52.75,0.43
2025-08-15,Sylhet,Maulvibazar,Maulavibazar Sadar,4077,24.49,91.76,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,40.25,0.33
2025-08-15,Sylhet,Maulvibazar,Maulavibazar Sadar,4077,24.49,91.76,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,61.75,0.51
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,cereals and tubers,"Potatoes (Holland, white)",1295,KG,actual,Retail,BDT,21,0.17
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,55,0.45
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,55.25,0.45
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,12.28,0.1
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,"meat, fish and eggs","Fish (live, pangasius)",1080,KG,actual,Retail,BDT,225,1.85
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,158.25,1.3
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,110.88,0.91
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,oil and fats,Oil (palm),62,L,actual,Retail,BDT,164.45,1.35
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,182.5,1.5
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,118.38,0.97
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,vegetables and fruits,Bananas (ripe),1210,1 piece,actual,Retail,BDT,6.25,0.051
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,196,1.61
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,135,1.11
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,34.75,0.29
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,75.61,0.62
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,26.5,0.22
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,54.25,0.45
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,37.5,0.31
2025-08-15,Sylhet,Sylhet,Sylhet Sadar,4079,24.89,91.87,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,43.5,0.36
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,52.5,0.43
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.32,0.093
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,"meat, fish and eggs","Fish (live, pangasius)",1080,KG,actual,Retail,BDT,188.81,1.55
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,104.98,0.86
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,oil and fats,Oil (palm),62,L,actual,Retail,BDT,159,1.31
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,169,1.39
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,100,0.82
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,193.1,1.59
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,146.55,1.2
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,33.33,0.27
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,42.74,0.35
2025-09-15,Barisal,Barguna,Barguna Sadar,4029,22.16,90.12,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,32.26,0.27
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,59,0.48
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,50.56,0.42
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.64,0.096
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,"meat, fish and eggs","Fish (live, pangasius)",1080,KG,actual,Retail,BDT,215,1.77
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,157.5,1.29
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,109,0.9
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,oil and fats,Oil (palm),62,L,actual,Retail,BDT,167,1.37
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,183,1.5
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,102.5,0.84
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,176.11,1.45
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,151.67,1.25
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,38.89,0.32
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,24.44,0.2
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,48.89,0.4
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,36.53,0.3
2025-09-15,Barisal,Barisal,Barisal Sadar,4082,22.71,90.36,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,41.67,0.34
2025-09-15,Barisal,Bhola,Bhola Sadar,4030,22.69,90.64,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,12.13,0.1
2025-09-15,Barisal,Bhola,Bhola Sadar,4030,22.69,90.64,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,154.2,1.27
2025-09-15,Barisal,Bhola,Bhola Sadar,4030,22.69,90.64,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,107.25,0.88
2025-09-15,Barisal,Bhola,Bhola Sadar,4030,22.69,90.64,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,168.09,1.38
2025-09-15,Barisal,Bhola,Bhola Sadar,4030,22.69,90.64,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,91,0.75
2025-09-15,Barisal,Bhola,Bhola Sadar,4030,22.69,90.64,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,174.43,1.43
2025-09-15,Barisal,Bhola,Bhola Sadar,4030,22.69,90.64,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,118.73,0.98
2025-09-15,Barisal,Bhola,Bhola Sadar,4030,22.69,90.64,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,23.14,0.19
2025-09-15,Barisal,Bhola,Bhola Sadar,4030,22.69,90.64,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,22.07,0.18
2025-09-15,Barisal,Bhola,Bhola Sadar,4030,22.69,90.64,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,47.5,0.39
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,56.02,0.46
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,49,0.4
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,10.91,0.09
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,"meat, fish and eggs","Fish (live, pangasius)",1080,KG,actual,Retail,BDT,175,1.44
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,165.6,1.36
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,108.81,0.89
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,oil and fats,Oil (palm),62,L,actual,Retail,BDT,160.21,1.32
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,167.64,1.38
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,102.5,0.84
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,197.86,1.63
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,145,1.19
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,32.5,0.27
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,27.5,0.23
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,45.6,0.37
2025-09-15,Barisal,Jhalokati,Jhalokati Sadar,4031,22.7,90.2,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,37.5,0.31
2025-09-15,Barisal,Pirojpur,Pirojpur Sadar,4033,22.58,89.97,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,60.61,0.5
2025-09-15,Barisal,Pirojpur,Pirojpur Sadar,4033,22.58,89.97,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,57.5,0.47
2025-09-15,Barisal,Pirojpur,Pirojpur Sadar,4033,22.58,89.97,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.25,0.092
2025-09-15,Barisal,Pirojpur,Pirojpur Sadar,4033,22.58,89.97,oil and fats,Oil (palm),62,L,actual,Retail,BDT,154.84,1.27
2025-09-15,Barisal,Pirojpur,Pirojpur Sadar,4033,22.58,89.97,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,170.68,1.4
2025-09-15,Barisal,Pirojpur,Pirojpur Sadar,4033,22.58,89.97,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,101.5,0.83
2025-09-15,Barisal,Pirojpur,Pirojpur Sadar,4033,22.58,89.97,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,178.64,1.47
2025-09-15,Barisal,Pirojpur,Pirojpur Sadar,4033,22.58,89.97,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,154.55,1.27
2025-09-15,Barisal,Pirojpur,Pirojpur Sadar,4033,22.58,89.97,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,27.77,0.23
2025-09-15,Barisal,Pirojpur,Pirojpur Sadar,4033,22.58,89.97,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,53.45,0.44
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.51,0.095
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,110,0.9
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,oil and fats,Oil (palm),62,L,actual,Retail,BDT,151.5,1.24
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,170,1.4
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,107.5,0.88
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,174.32,1.43
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,145,1.19
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,27.95,0.23
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,81.6,0.67
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,35,0.29
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,43.18,0.35
2025-09-15,Chittagong,Bandarban,Bandarban Sadar,4049,22.22,92.22,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,35,0.29
2025-09-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,4050,23.98,91.11,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,51.23,0.42
2025-09-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,4050,23.98,91.11,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.52,0.095
2025-09-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,4050,23.98,91.11,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,164.77,1.35
2025-09-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,4050,23.98,91.11,oil and fats,Oil (palm),62,L,actual,Retail,BDT,151.75,1.25
2025-09-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,4050,23.98,91.11,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,169.05,1.39
2025-09-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,4050,23.98,91.11,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,97.77,0.8
2025-09-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,4050,23.98,91.11,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,185,1.52
2025-09-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,4050,23.98,91.11,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,122.45,1.01
2025-09-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,4050,23.98,91.11,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,23.36,0.19
2025-09-15,Chittagong,Chandpur,Chandpur Sadar,4051,23.24,90.66,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,54.5,0.45
2025-09-15,Chittagong,Chandpur,Chandpur Sadar,4051,23.24,90.66,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,54.5,0.45
2025-09-15,Chittagong,Chandpur,Chandpur Sadar,4051,23.24,90.66,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,111.82,0.92
2025-09-15,Chittagong,Chandpur,Chandpur Sadar,4051,23.24,90.66,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,165.45,1.36
2025-09-15,Chittagong,Chandpur,Chandpur Sadar,4051,23.24,90.66,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,97.5,0.8
2025-09-15,Chittagong,Chandpur,Chandpur Sadar,4051,23.24,90.66,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,174.89,1.44
2025-09-15,Chittagong,Chandpur,Chandpur Sadar,4051,23.24,90.66,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,130.34,1.07
2025-09-15,Chittagong,Chandpur,Chandpur Sadar,4051,23.24,90.66,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,50.23,0.41
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,cereals and tubers,"Potatoes (Holland, white)",1295,KG,actual,Retail,BDT,28.3,0.23
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,cereals and tubers,Rice (Nurjahan),1273,KG,actual,Retail,BDT,70,0.58
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,54.55,0.45
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,"meat, fish and eggs",Eggs (white),1074,1 piece,actual,Retail,BDT,13,0.11
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,"meat, fish and eggs","Fish (dry, belt 10-12"")",1076,KG,actual,Retail,BDT,550,4.52
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,"meat, fish and eggs","Fish (live, pangasius)",1080,KG,actual,Retail,BDT,200,1.64
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,"meat, fish and eggs","Fish (live, tilapia)",1081,KG,actual,Retail,BDT,240,1.97
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,BDT,210,1.73
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,"meat, fish and eggs","Meat (chicken, sonali)",1059,KG,actual,Retail,BDT,293.3,2.41
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,miscellaneous food,"Chili (whole, dry, Indian Teja)",1066,KG,actual,Retail,BDT,293,2.41
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,miscellaneous food,"Salt (iodized, Molla)",1132,KG,actual,Retail,BDT,43.3,0.36
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,108,0.89
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,miscellaneous food,"Turmeric (powder, Fresh)",1149,KG,actual,Retail,BDT,253,2.08
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,oil and fats,Oil (palm),62,L,actual,Retail,BDT,153.3,1.26
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,188.3,1.55
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,pulses and nuts,Chickpeas,244,KG,actual,Retail,BDT,103.3,0.85
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,103.3,0.85
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,vegetables and fruits,Bananas (green),979,1 piece,actual,Retail,BDT,10,0.082
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,vegetables and fruits,Bananas (ripe),1210,1 piece,actual,Retail,BDT,10,0.082
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,123.3,1.01
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,vegetables and fruits,Gourd (bitter),1084,KG,actual,Retail,BDT,67.05,0.55
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,35,0.29
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,vegetables and fruits,"Onions (imported, India)",1110,KG,actual,Retail,BDT,73.3,0.6
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,35,0.29
2025-09-15,Chittagong,Chittagong,Bhashan Char,6424,22.33,91.16,vegetables and fruits,Pumpkin,412,KG,actual,Retail,BDT,35,0.29
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,52.5,0.43
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,50.34,0.41
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,11.73,0.096
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,miscellaneous food,Sugar,97,KG,actual,Retail,BDT,113.52,0.93
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,oil and fats,Oil (palm),62,L,actual,Retail,BDT,157.5,1.29
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,oil and fats,"Oil (soybean, fortified)",1282,L,actual,Retail,BDT,163.86,1.35
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,pulses and nuts,Lentils (masur),61,KG,actual,Retail,BDT,105,0.86
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,vegetables and fruits,Bananas (ripe),1210,1 piece,actual,Retail,BDT,5.62,0.046
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,vegetables and fruits,Chili (green),90,KG,actual,Retail,BDT,179.09,1.47
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,vegetables and fruits,"Garlic (imported, China)",1082,KG,actual,Retail,BDT,169.43,1.39
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,vegetables and fruits,Gourd (bottle),1276,KG,actual,Retail,BDT,32.27,0.27
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,vegetables and fruits,"Onions (imported, China)",1108,KG,actual,Retail,BDT,70.45,0.58
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,vegetables and fruits,Papaya (green),1114,KG,actual,Retail,BDT,32.5,0.27
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,vegetables and fruits,Snake gourd,675,KG,actual,Retail,BDT,55,0.45
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,vegetables and fruits,Spinach (malabar),1297,KG,actual,Retail,BDT,42.5,0.35
2025-09-15,Chittagong,Comilla,Comilla Sadar,4053,23.49,91.18,vegetables and fruits,Spinach (red),1296,KG,actual,Retail,BDT,37.5,0.31
2025-09-15,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,4054,21.47,91.98,cereals and tubers,"Potatoes (Holland, white)",1295,KG,actual,Retail,BDT,20,0.16
2025-09-15,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,4054,21.47,91.98,cereals and tubers,Rice (BRRI-28),1118,KG,actual,Retail,BDT,65,0.53
2025-09-15,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,4054,21.47,91.98,cereals and tubers,Rice (BRRI-29),1119,KG,actual,Retail,BDT,57,0.47
2025-09-15,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,4054,21.47,91.98,cereals and tubers,Rice (BRRI-49),1120,KG,actual,Retail,BDT,53,0.44
2025-09-15,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,4054,21.47,91.98,cereals and tubers,Rice (Gazi),1274,KG,actual,Retail,BDT,46,0.38
2025-09-15,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,4054,21.47,91.98,cereals and tubers,Rice (coarse),60,KG,actual,Retail,BDT,52.5,0.43
2025-09-15,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,4054,21.47,91.98,cereals and tubers,Wheat flour,58,KG,actual,Retail,BDT,52.5,0.43
2025-09-15,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,4054,21.47,91.98,"meat, fish and eggs",Eggs (brown),1073,1 piece,actual,Retail,BDT,12.15,0.1
